8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
8.268030285835266113e-01,5.754823684692382812e-01,6.590460538864135742e-01
